"","GRN","COAL","LAB","ID","beta","type","type2"
"646",1,0,0.0909090909090909,3171533,0.0909090909090909,"GRN.LAB.COAL","GRN.LAB.COAL"
"647",0.666666666666667,1,0,4856150,0.666666666666667,"COAL.GRN.LAB","COAL.GRN.LAB"
"648",0,0.8,1,5331465,0.8,"LAB.COAL.GRN","LAB.COAL.GRN"
"649",0,1,0.4,6579366,0.4,"COAL.LAB.GRN","COAL.LAB.GRN"
"650",0.857142857142857,0,1,7211787,0.857142857142857,"LAB.GRN.COAL","LAB.GRN.COAL"
"651",0.235294117647059,1,0,7473744,0.235294117647059,"COAL.GRN.LAB","COAL.GRN.LAB"
"652",1,0,0.5,7474057,0.5,"GRN.LAB.COAL","GRN.LAB.COAL"
"653",0,1,0.235294117647059,8246793,0.235294117647059,"COAL.LAB.GRN","COAL.LAB.GRN"
"654",0,1,0.5,8300233,0.5,"COAL.LAB.GRN","COAL.LAB.GRN"
"655",0.375,0,1,8873668,0.375,"LAB.GRN.COAL","LAB.GRN.COAL"
"656",0.153846153846154,1,0,3539399,0.153846153846154,"COAL.GRN.LAB","COAL.GRN.LAB"
"657",0.909090909090909,1,0,3540341,0.909090909090909,"COAL.GRN.LAB","COAL.GRN.LAB"
"658",0.428571428571429,0,1,4269464,0.428571428571429,"LAB.GRN.COAL","LAB.GRN.COAL"
"659",0.333333333333333,0,1,4400295,0.333333333333333,"LAB.GRN.COAL","LAB.GRN.COAL"
"660",0.235294117647059,1,0,4882639,0.235294117647059,"COAL.GRN.LAB","COAL.GRN.LAB"
"661",0,1,0.210526315789474,5058741,0.210526315789474,"COAL.LAB.GRN","COAL.LAB.GRN"
"662",0.666666666666667,1,0,5826298,0.666666666666667,"COAL.GRN.LAB","COAL.GRN.LAB"
"663",0.571428571428571,1,0,6307524,0.571428571428571,"COAL.GRN.LAB","COAL.GRN.LAB"
"664",1,0,0.8,6311056,0.8,"GRN.LAB.COAL","GRN.LAB.COAL"
"665",0,0.4,1,6635858,0.4,"LAB.COAL.GRN","LAB.COAL.GRN"
"666",0,1,0.153846153846154,6674798,0.153846153846154,"COAL.LAB.GRN","COAL.LAB.GRN"
"667",0,1,0.4,6716388,0.4,"COAL.LAB.GRN","COAL.LAB.GRN"
"668",1,0,0.555555555555556,7056188,0.555555555555556,"GRN.LAB.COAL","GRN.LAB.COAL"
"669",0.285714285714286,1,0,7234897,0.285714285714286,"COAL.GRN.LAB","COAL.GRN.LAB"
"670",0.666666666666667,1,0,7542830,0.666666666666667,"COAL.GRN.LAB","COAL.GRN.LAB"
"671",0,1,0.666666666666667,9038169,0.666666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"672",0.266666666666667,1,0,9290965,0.266666666666667,"COAL.GRN.LAB","COAL.GRN.LAB"
"673",1,0.25,0,3788887,0.25,"GRN.COAL.LAB","GRN.COAL.LAB"
"674",1,0,0.666666666666667,3799116,0.666666666666667,"GRN.LAB.COAL","GRN.LAB.COAL"
"675",0,1,0.526315789473684,3887609,0.526315789473684,"COAL.LAB.GRN","COAL.LAB.GRN"
"676",0.894736842105263,0,1,4198790,0.894736842105263,"LAB.GRN.COAL","LAB.GRN.COAL"
"677",0,1,0.142857142857143,4315510,0.142857142857143,"COAL.LAB.GRN","COAL.LAB.GRN"
"678",1,0,0.714285714285714,5150445,0.714285714285714,"GRN.LAB.COAL","GRN.LAB.COAL"
"679",0,1,0.8,5377139,0.8,"COAL.LAB.GRN","COAL.LAB.GRN"
"680",1,0,0.882352941176471,5419950,0.882352941176471,"GRN.LAB.COAL","GRN.LAB.COAL"
"681",1,0,0.538461538461538,5438582,0.538461538461538,"GRN.LAB.COAL","GRN.LAB.COAL"
"682",0.846153846153846,0,1,5494388,0.846153846153846,"LAB.GRN.COAL","LAB.GRN.COAL"
"683",0,0.5,1,6251897,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"684",0.2,0,1,9243794,0.2,"LAB.GRN.COAL","LAB.GRN.COAL"
"685",1,0,0.866666666666667,9716729,0.866666666666667,"GRN.LAB.COAL","GRN.LAB.COAL"
"686",0.714285714285714,0,1,5129050,0.714285714285714,"LAB.GRN.COAL","LAB.GRN.COAL"
"687",0,1,0.5,6168737,0.5,"COAL.LAB.GRN","COAL.LAB.GRN"
"688",0,1,0.25,6190392,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"689",0.142857142857143,0,1,6966170,0.142857142857143,"LAB.GRN.COAL","LAB.GRN.COAL"
"690",0.666666666666667,1,0,8376394,0.666666666666667,"COAL.GRN.LAB","COAL.GRN.LAB"
"691",0,1,0.315789473684211,8721671,0.315789473684211,"COAL.LAB.GRN","COAL.LAB.GRN"
"692",0,0.333333333333333,1,8871198,0.333333333333333,"LAB.COAL.GRN","LAB.COAL.GRN"
"693",1,0,0.733333333333333,8895902,0.733333333333333,"GRN.LAB.COAL","GRN.LAB.COAL"
"694",0.8,0,1,9156520,0.8,"LAB.GRN.COAL","LAB.GRN.COAL"
"695",0.714285714285714,0,1,1026240,0.714285714285714,"LAB.GRN.COAL","LAB.GRN.COAL"
"696",0,0.875,1,1036658,0.875,"LAB.COAL.GRN","LAB.COAL.GRN"
"697",0.111111111111111,0,1,1112548,0.111111111111111,"LAB.GRN.COAL","LAB.GRN.COAL"
"698",0,1,0.857142857142857,1235247,0.857142857142857,"COAL.LAB.GRN","COAL.LAB.GRN"
"699",0,1,0.333333333333333,1299507,0.333333333333333,"COAL.LAB.GRN","COAL.LAB.GRN"
"700",0,1,0.25,1334719,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"701",0,0.1,1,1351334,0.1,"LAB.COAL.GRN","LAB.COAL.GRN"
"702",0,0.833333333333333,1,3778567,0.833333333333333,"LAB.COAL.GRN","LAB.COAL.GRN"
"703",1,0,0.777777777777778,4190725,0.777777777777778,"GRN.LAB.COAL","GRN.LAB.COAL"
"704",1,0,0.625,4407181,0.625,"GRN.LAB.COAL","GRN.LAB.COAL"
"705",0,1,0.142857142857143,6726705,0.142857142857143,"COAL.LAB.GRN","COAL.LAB.GRN"
"706",0.142857142857143,0,1,7557324,0.142857142857143,"LAB.GRN.COAL","LAB.GRN.COAL"
"707",0,1,0.1,7836103,0.1,"COAL.LAB.GRN","COAL.LAB.GRN"
"708",0.777777777777778,1,0,8529130,0.777777777777778,"COAL.GRN.LAB","COAL.GRN.LAB"
"709",0.6,0,1,1252236,0.6,"LAB.GRN.COAL","LAB.GRN.COAL"
"710",0,1,0.5,1260012,0.5,"COAL.LAB.GRN","COAL.LAB.GRN"
"711",0,1,0.333333333333333,1948165,0.333333333333333,"COAL.LAB.GRN","COAL.LAB.GRN"
"712",0,1,0.315789473684211,2005886,0.315789473684211,"COAL.LAB.GRN","COAL.LAB.GRN"
"713",0,0.3,1,2010175,0.3,"LAB.COAL.GRN","LAB.COAL.GRN"
"714",0,1,0.117647058823529,3141406,0.117647058823529,"COAL.LAB.GRN","COAL.LAB.GRN"
"715",0.285714285714286,0,1,4803555,0.285714285714286,"LAB.GRN.COAL","LAB.GRN.COAL"
"716",0,1,0.6,8893780,0.6,"COAL.LAB.GRN","COAL.LAB.GRN"
"717",0,1,0.181818181818182,8921624,0.181818181818182,"COAL.LAB.GRN","COAL.LAB.GRN"
"718",1,0,0.285714285714286,3816909,0.285714285714286,"GRN.LAB.COAL","GRN.LAB.COAL"
"719",1,0,0.888888888888889,4362371,0.888888888888889,"GRN.LAB.COAL","GRN.LAB.COAL"
"720",0,0.5,1,4793450,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"721",0,0.5,1,5757497,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"722",0,0.25,1,5766227,0.25,"LAB.COAL.GRN","LAB.COAL.GRN"
"723",0.857142857142857,0,1,6379983,0.857142857142857,"LAB.GRN.COAL","LAB.GRN.COAL"
"724",0.5,1,0,7174737,0.5,"COAL.GRN.LAB","COAL.GRN.LAB"
"725",0.166666666666667,1,0,8543089,0.166666666666667,"COAL.GRN.LAB","COAL.GRN.LAB"
"726",0,0.357142857142857,1,9689438,0.357142857142857,"LAB.COAL.GRN","LAB.COAL.GRN"
"727",1,0.5,0,3943433,0.5,"GRN.COAL.LAB","GRN.COAL.LAB"
"728",0.444444444444444,1,0,4285035,0.444444444444444,"COAL.GRN.LAB","COAL.GRN.LAB"
"729",0,0.666666666666667,1,5974966,0.666666666666667,"LAB.COAL.GRN","LAB.COAL.GRN"
"730",0.5,1,0,5980619,0.5,"COAL.GRN.LAB","COAL.GRN.LAB"
"731",0,0.416666666666667,1,7355220,0.416666666666667,"LAB.COAL.GRN","LAB.COAL.GRN"
"732",0.384615384615385,0,1,7858348,0.384615384615385,"LAB.GRN.COAL","LAB.GRN.COAL"
"733",0.222222222222222,1,0,7886647,0.222222222222222,"COAL.GRN.LAB","COAL.GRN.LAB"
"734",0,0.25,1,8107522,0.25,"LAB.COAL.GRN","LAB.COAL.GRN"
"735",0.333333333333333,0,1,9160221,0.333333333333333,"LAB.GRN.COAL","LAB.GRN.COAL"
"736",0.666666666666667,0,1,9712965,0.666666666666667,"LAB.GRN.COAL","LAB.GRN.COAL"
