"","GRN","COAL","LAB","ID","beta","type","type2"
"365",0.375,0,1,5862042,0.375,"LAB.GRN.COAL","LAB.GRN.COAL"
"366",0,0.5,1,7079788,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"367",0.4,1,0,7629738,0.4,"COAL.GRN.LAB","COAL.GRN.LAB"
"368",0.666666666666667,0,1,7662852,0.666666666666667,"LAB.GRN.COAL","LAB.GRN.COAL"
"369",0.666666666666667,1,0,7823028,0.666666666666667,"COAL.GRN.LAB","COAL.GRN.LAB"
"370",0.5,1,0,8041601,0.5,"COAL.GRN.LAB","COAL.GRN.LAB"
"371",0,1,0.111111111111111,8673027,0.111111111111111,"COAL.LAB.GRN","COAL.LAB.GRN"
"372",0.2,0,1,9057771,0.2,"LAB.GRN.COAL","LAB.GRN.COAL"
"373",1,0,0.272727272727273,9695403,0.272727272727273,"GRN.LAB.COAL","GRN.LAB.COAL"
"374",0,0.833333333333333,1,3188339,0.833333333333333,"LAB.COAL.GRN","LAB.COAL.GRN"
"375",0,0.666666666666667,1,4497725,0.666666666666667,"LAB.COAL.GRN","LAB.COAL.GRN"
"376",1,0,0.666666666666667,4517801,0.666666666666667,"GRN.LAB.COAL","GRN.LAB.COAL"
"377",1,0.25,0,5283052,0.25,"GRN.COAL.LAB","GRN.COAL.LAB"
"378",0,1,0.5,5333800,0.5,"COAL.LAB.GRN","COAL.LAB.GRN"
"379",0,0.5,1,5718510,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"380",0.625,0,1,6259988,0.625,"LAB.GRN.COAL","LAB.GRN.COAL"
"381",0,1,0.666666666666667,6972476,0.666666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"382",0,0.833333333333333,1,7188633,0.833333333333333,"LAB.COAL.GRN","LAB.COAL.GRN"
"383",0,1,0.153846153846154,7643650,0.153846153846154,"COAL.LAB.GRN","COAL.LAB.GRN"
"384",0.285714285714286,1,0,7872420,0.285714285714286,"COAL.GRN.LAB","COAL.GRN.LAB"
"385",0.333333333333333,0,1,8779565,0.333333333333333,"LAB.GRN.COAL","LAB.GRN.COAL"
"386",0.5,0,1,9708612,0.5,"LAB.GRN.COAL","LAB.GRN.COAL"
"387",0.5,0,1,9764784,0.5,"LAB.GRN.COAL","LAB.GRN.COAL"
"388",1,0,0.714285714285714,3653558,0.714285714285714,"GRN.LAB.COAL","GRN.LAB.COAL"
"389",0,1,0.833333333333333,3860094,0.833333333333333,"COAL.LAB.GRN","COAL.LAB.GRN"
"390",0,1,0.105263157894737,3884265,0.105263157894737,"COAL.LAB.GRN","COAL.LAB.GRN"
"391",0,1,0.222222222222222,4315404,0.222222222222222,"COAL.LAB.GRN","COAL.LAB.GRN"
"392",0.352941176470588,1,0,4387452,0.352941176470588,"COAL.GRN.LAB","COAL.GRN.LAB"
"393",0.333333333333333,0,1,4514957,0.333333333333333,"LAB.GRN.COAL","LAB.GRN.COAL"
"394",0.846153846153846,0,1,4864800,0.846153846153846,"LAB.GRN.COAL","LAB.GRN.COAL"
"395",0,0.375,1,4922579,0.375,"LAB.COAL.GRN","LAB.COAL.GRN"
"396",0.1,1,0,5332482,0.1,"COAL.GRN.LAB","COAL.GRN.LAB"
"397",1,0,0.666666666666667,5503074,0.666666666666667,"GRN.LAB.COAL","GRN.LAB.COAL"
"398",0.5,1,0,5823898,0.5,"COAL.GRN.LAB","COAL.GRN.LAB"
"399",0,1,0.153846153846154,6153832,0.153846153846154,"COAL.LAB.GRN","COAL.LAB.GRN"
"400",0,1,0.352941176470588,6365783,0.352941176470588,"COAL.LAB.GRN","COAL.LAB.GRN"
"401",0,1,0.888888888888889,6549666,0.888888888888889,"COAL.LAB.GRN","COAL.LAB.GRN"
"402",0,1,0.25,6560198,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"403",0.625,0,1,6580540,0.625,"LAB.GRN.COAL","LAB.GRN.COAL"
"404",0,0.625,1,6982919,0.625,"LAB.COAL.GRN","LAB.COAL.GRN"
"405",1,0.5,0,7280499,0.5,"GRN.COAL.LAB","GRN.COAL.LAB"
"406",0,0.1,1,8667800,0.1,"LAB.COAL.GRN","LAB.COAL.GRN"
"407",0.384615384615385,0,1,8930268,0.384615384615385,"LAB.GRN.COAL","LAB.GRN.COAL"
"408",0.25,0,1,9201437,0.25,"LAB.GRN.COAL","LAB.GRN.COAL"
"409",0,1,0.125,9223510,0.125,"COAL.LAB.GRN","COAL.LAB.GRN"
"410",0.454545454545455,0,1,9695804,0.454545454545455,"LAB.GRN.COAL","LAB.GRN.COAL"
"411",0,1,0.25,3666875,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"412",1,0.6,0,5207929,0.6,"GRN.COAL.LAB","GRN.COAL.LAB"
"413",0,1,0.222222222222222,7305846,0.222222222222222,"COAL.LAB.GRN","COAL.LAB.GRN"
"414",0.25,1,0,8035495,0.25,"COAL.GRN.LAB","COAL.GRN.LAB"
"415",0.1,1,0,8413683,0.1,"COAL.GRN.LAB","COAL.GRN.LAB"
"416",0.833333333333333,1,0,8693808,0.833333333333333,"COAL.GRN.LAB","COAL.GRN.LAB"
"417",1,0,0.818181818181818,9032496,0.818181818181818,"GRN.LAB.COAL","GRN.LAB.COAL"
"418",0.75,1,0,9107316,0.75,"COAL.GRN.LAB","COAL.GRN.LAB"
"419",0.285714285714286,1,0,3985370,0.285714285714286,"COAL.GRN.LAB","COAL.GRN.LAB"
"420",0,1,0.4,4032228,0.4,"COAL.LAB.GRN","COAL.LAB.GRN"
"421",1,0,0.333333333333333,5034367,0.333333333333333,"GRN.LAB.COAL","GRN.LAB.COAL"
"422",0.375,0,1,5099323,0.375,"LAB.GRN.COAL","LAB.GRN.COAL"
"423",0,1,0.25,5126605,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"424",1,0.75,0,5194103,0.75,"GRN.COAL.LAB","GRN.COAL.LAB"
"425",0.714285714285714,0,1,5195576,0.714285714285714,"LAB.GRN.COAL","LAB.GRN.COAL"
"426",0,1,0.333333333333333,5238771,0.333333333333333,"COAL.LAB.GRN","COAL.LAB.GRN"
"427",1,0.333333333333333,0,5321573,0.333333333333333,"GRN.COAL.LAB","GRN.COAL.LAB"
"428",0.285714285714286,1,0,5364857,0.285714285714286,"COAL.GRN.LAB","COAL.GRN.LAB"
"429",1,0,0.555555555555556,5417587,0.555555555555556,"GRN.LAB.COAL","GRN.LAB.COAL"
"430",0.6,0,1,5437324,0.6,"LAB.GRN.COAL","LAB.GRN.COAL"
"431",0,0.5,1,5446378,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"432",0,1,0.5,5446859,0.5,"COAL.LAB.GRN","COAL.LAB.GRN"
"433",0,1,0.333333333333333,5523980,0.333333333333333,"COAL.LAB.GRN","COAL.LAB.GRN"
"434",1,0,0.6,7141782,0.6,"GRN.LAB.COAL","GRN.LAB.COAL"
"435",1,0.6,0,7421382,0.6,"GRN.COAL.LAB","GRN.COAL.LAB"
"436",0,0.142857142857143,1,7722057,0.142857142857143,"LAB.COAL.GRN","LAB.COAL.GRN"
"437",0,0.75,1,9603654,0.75,"LAB.COAL.GRN","LAB.COAL.GRN"
"438",0.111111111111111,0,1,3433485,0.111111111111111,"LAB.GRN.COAL","LAB.GRN.COAL"
"439",0,1,0.352941176470588,4308109,0.352941176470588,"COAL.LAB.GRN","COAL.LAB.GRN"
"440",1,0,0.692307692307692,4667211,0.692307692307692,"GRN.LAB.COAL","GRN.LAB.COAL"
"441",0,1,0.571428571428571,4790836,0.571428571428571,"COAL.LAB.GRN","COAL.LAB.GRN"
"442",0.666666666666667,0,1,5733003,0.666666666666667,"LAB.GRN.COAL","LAB.GRN.COAL"
"443",0,1,0.666666666666667,5896578,0.666666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"444",0,1,0.5,6658672,0.5,"COAL.LAB.GRN","COAL.LAB.GRN"
"445",0.5,0,1,6919338,0.5,"LAB.GRN.COAL","LAB.GRN.COAL"
"446",0.636363636363636,0,1,7829406,0.636363636363636,"LAB.GRN.COAL","LAB.GRN.COAL"
"447",0,0.214285714285714,1,7942989,0.214285714285714,"LAB.COAL.GRN","LAB.COAL.GRN"
"448",0,0.3,1,8042085,0.3,"LAB.COAL.GRN","LAB.COAL.GRN"
"449",1,0,0.764705882352941,8413219,0.764705882352941,"GRN.LAB.COAL","GRN.LAB.COAL"
"450",0.6,0,1,8414343,0.6,"LAB.GRN.COAL","LAB.GRN.COAL"
"451",0,0.6,1,8846813,0.6,"LAB.COAL.GRN","LAB.COAL.GRN"
"452",1,0.0833333333333333,0,8913795,0.0833333333333333,"GRN.COAL.LAB","GRN.COAL.LAB"
"453",0,1,0.666666666666667,8934415,0.666666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"454",0,1,0.25,9139443,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"455",0.8,0,1,9212443,0.8,"LAB.GRN.COAL","LAB.GRN.COAL"
"456",0,0.25,1,3818756,0.25,"LAB.COAL.GRN","LAB.COAL.GRN"
"457",0.333333333333333,1,0,4079259,0.333333333333333,"COAL.GRN.LAB","COAL.GRN.LAB"
"458",0.333333333333333,1,0,5154263,0.333333333333333,"COAL.GRN.LAB","COAL.GRN.LAB"
"459",0.428571428571429,0,1,5372394,0.428571428571429,"LAB.GRN.COAL","LAB.GRN.COAL"
"460",0.666666666666667,0,1,5396225,0.666666666666667,"LAB.GRN.COAL","LAB.GRN.COAL"
"461",0,1,0.375,5464561,0.375,"COAL.LAB.GRN","COAL.LAB.GRN"
"462",0,1,0.444444444444444,6507675,0.444444444444444,"COAL.LAB.GRN","COAL.LAB.GRN"
"463",0.4,1,0,6912987,0.4,"COAL.GRN.LAB","COAL.GRN.LAB"
"464",0,0.375,1,8904000,0.375,"LAB.COAL.GRN","LAB.COAL.GRN"
"465",0.7,1,0,9069125,0.7,"COAL.GRN.LAB","COAL.GRN.LAB"
"466",0.272727272727273,0,1,9784655,0.272727272727273,"LAB.GRN.COAL","LAB.GRN.COAL"
"467",0,0.9,1,1135239,0.9,"LAB.COAL.GRN","LAB.COAL.GRN"
"468",0,0.833333333333333,1,1146833,0.833333333333333,"LAB.COAL.GRN","LAB.COAL.GRN"
"469",0,1,0.857142857142857,1180108,0.857142857142857,"COAL.LAB.GRN","COAL.LAB.GRN"
"470",0.4,0,1,1232400,0.4,"LAB.GRN.COAL","LAB.GRN.COAL"
"471",0.166666666666667,1,0,3310697,0.166666666666667,"COAL.GRN.LAB","COAL.GRN.LAB"
"472",1,0,0.666666666666667,3341468,0.666666666666667,"GRN.LAB.COAL","GRN.LAB.COAL"
"473",0,1,0.857142857142857,4078063,0.857142857142857,"COAL.LAB.GRN","COAL.LAB.GRN"
"474",0.684210526315789,0,1,4123219,0.684210526315789,"LAB.GRN.COAL","LAB.GRN.COAL"
"475",0.5,1,0,4345596,0.5,"COAL.GRN.LAB","COAL.GRN.LAB"
"476",0,1,0.133333333333333,4685601,0.133333333333333,"COAL.LAB.GRN","COAL.LAB.GRN"
"477",0,0.5,1,5487822,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"478",0,1,0.222222222222222,7581967,0.222222222222222,"COAL.LAB.GRN","COAL.LAB.GRN"
"479",0,1,0.285714285714286,8000138,0.285714285714286,"COAL.LAB.GRN","COAL.LAB.GRN"
"480",0,1,0.25,8095580,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"481",0,1,0.166666666666667,8792719,0.166666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"482",0.333333333333333,0,1,8973532,0.333333333333333,"LAB.GRN.COAL","LAB.GRN.COAL"
"483",0,1,0.444444444444444,9463653,0.444444444444444,"COAL.LAB.GRN","COAL.LAB.GRN"
"484",0,0.285714285714286,1,1022556,0.285714285714286,"LAB.COAL.GRN","LAB.COAL.GRN"
"485",1,0,0.111111111111111,3227065,0.111111111111111,"GRN.LAB.COAL","GRN.LAB.COAL"
"486",0.666666666666667,0,1,3323479,0.666666666666667,"LAB.GRN.COAL","LAB.GRN.COAL"
"487",0.125,0,1,3431254,0.125,"LAB.GRN.COAL","LAB.GRN.COAL"
"488",0.235294117647059,1,0,3545462,0.235294117647059,"COAL.GRN.LAB","COAL.GRN.LAB"
"489",1,0,0.6,3773483,0.6,"GRN.LAB.COAL","GRN.LAB.COAL"
"490",0.866666666666667,0,1,3826202,0.866666666666667,"LAB.GRN.COAL","LAB.GRN.COAL"
"491",0,1,0.153846153846154,4037456,0.153846153846154,"COAL.LAB.GRN","COAL.LAB.GRN"
"492",0.142857142857143,0,1,4179588,0.142857142857143,"LAB.GRN.COAL","LAB.GRN.COAL"
"493",0,1,0.25,4546423,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"494",1,0,0.875,4613573,0.875,"GRN.LAB.COAL","GRN.LAB.COAL"
"495",0.777777777777778,0,1,5045033,0.777777777777778,"LAB.GRN.COAL","LAB.GRN.COAL"
"496",1,0,0.7,5170478,0.7,"GRN.LAB.COAL","GRN.LAB.COAL"
"497",1,0,0.375,5364991,0.375,"GRN.LAB.COAL","GRN.LAB.COAL"
"498",0.923076923076923,1,0,6746113,0.923076923076923,"COAL.GRN.LAB","COAL.GRN.LAB"
"499",0,1,0.666666666666667,7007213,0.666666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"500",0,1,0.285714285714286,7037814,0.285714285714286,"COAL.LAB.GRN","COAL.LAB.GRN"
"501",0,1,0.8,9066459,0.8,"COAL.LAB.GRN","COAL.LAB.GRN"
"502",0,0.6,1,9115708,0.6,"LAB.COAL.GRN","LAB.COAL.GRN"
"503",0,0.625,1,9255646,0.625,"LAB.COAL.GRN","LAB.COAL.GRN"
"504",0,1,0.777777777777778,2681949,0.777777777777778,"COAL.LAB.GRN","COAL.LAB.GRN"
"505",1,0,0.25,2699440,0.25,"GRN.LAB.COAL","GRN.LAB.COAL"
"506",0,1,0.285714285714286,2729578,0.285714285714286,"COAL.LAB.GRN","COAL.LAB.GRN"
"507",0,1,0.375,2788683,0.375,"COAL.LAB.GRN","COAL.LAB.GRN"
"508",0,1,0.666666666666667,2812175,0.666666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"509",0,1,0.75,2830217,0.75,"COAL.LAB.GRN","COAL.LAB.GRN"
"510",0.666666666666667,1,0,3273148,0.666666666666667,"COAL.GRN.LAB","COAL.GRN.LAB"
"511",1,0,0.777777777777778,3637531,0.777777777777778,"GRN.LAB.COAL","GRN.LAB.COAL"
"512",0,0.5,1,4280708,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"513",0.25,1,0,4659630,0.25,"COAL.GRN.LAB","COAL.GRN.LAB"
"514",1,0,0.166666666666667,5450763,0.166666666666667,"GRN.LAB.COAL","GRN.LAB.COAL"
"515",0,1,0.352941176470588,5903276,0.352941176470588,"COAL.LAB.GRN","COAL.LAB.GRN"
"516",0.8,0,1,6161958,0.8,"LAB.GRN.COAL","LAB.GRN.COAL"
"517",1,0.833333333333333,0,6989477,0.833333333333333,"GRN.COAL.LAB","GRN.COAL.LAB"
"518",1,0,0.333333333333333,8672386,0.333333333333333,"GRN.LAB.COAL","GRN.LAB.COAL"
"519",0,1,0.363636363636364,8853537,0.363636363636364,"COAL.LAB.GRN","COAL.LAB.GRN"
"520",1,0,0.636363636363636,9817433,0.636363636363636,"GRN.LAB.COAL","GRN.LAB.COAL"
"521",0.75,0,1,2897903,0.75,"LAB.GRN.COAL","LAB.GRN.COAL"
"522",0,1,0.444444444444444,2965802,0.444444444444444,"COAL.LAB.GRN","COAL.LAB.GRN"
"523",0.875,0,1,2985773,0.875,"LAB.GRN.COAL","LAB.GRN.COAL"
"524",0,1,0.25,3005312,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"525",1,0,0.833333333333333,3040435,0.833333333333333,"GRN.LAB.COAL","GRN.LAB.COAL"
"526",0,0.0833333333333333,1,3948553,0.0833333333333333,"LAB.COAL.GRN","LAB.COAL.GRN"
"527",0,1,0.117647058823529,4430645,0.117647058823529,"COAL.LAB.GRN","COAL.LAB.GRN"
"528",0.875,0,1,4477202,0.875,"LAB.GRN.COAL","LAB.GRN.COAL"
"529",0.4,0,1,4777940,0.4,"LAB.GRN.COAL","LAB.GRN.COAL"
"530",0.555555555555556,0,1,4936216,0.555555555555556,"LAB.GRN.COAL","LAB.GRN.COAL"
"531",0,1,0.1,6884188,0.1,"COAL.LAB.GRN","COAL.LAB.GRN"
"532",0.555555555555556,0,1,6964430,0.555555555555556,"LAB.GRN.COAL","LAB.GRN.COAL"
"533",0.777777777777778,0,1,9556232,0.777777777777778,"LAB.GRN.COAL","LAB.GRN.COAL"
"534",0,1,0.666666666666667,1000794,0.666666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"535",0,1,0.235294117647059,1072831,0.235294117647059,"COAL.LAB.GRN","COAL.LAB.GRN"
"536",0,1,0.153846153846154,3063437,0.153846153846154,"COAL.LAB.GRN","COAL.LAB.GRN"
"537",0.125,1,0,3147598,0.125,"COAL.GRN.LAB","COAL.GRN.LAB"
"538",0,1,0.666666666666667,4288274,0.666666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"539",1,0,0.714285714285714,7431335,0.714285714285714,"GRN.LAB.COAL","GRN.LAB.COAL"
"540",0,1,0.588235294117647,8681287,0.588235294117647,"COAL.LAB.GRN","COAL.LAB.GRN"
"541",0.666666666666667,1,0,8995821,0.666666666666667,"COAL.GRN.LAB","COAL.GRN.LAB"
"542",0,1,0.25,9114870,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"543",0,1,0.235294117647059,9775656,0.235294117647059,"COAL.LAB.GRN","COAL.LAB.GRN"
"544",0,0.125,1,1253609,0.125,"LAB.COAL.GRN","LAB.COAL.GRN"
"545",0,1,0.5,1260174,0.5,"COAL.LAB.GRN","COAL.LAB.GRN"
"546",0.833333333333333,0,1,1283667,0.833333333333333,"LAB.GRN.COAL","LAB.GRN.COAL"
"547",0,1,0.5,3775837,0.5,"COAL.LAB.GRN","COAL.LAB.GRN"
"548",0.5,0,1,4017968,0.5,"LAB.GRN.COAL","LAB.GRN.COAL"
"549",0,0.166666666666667,1,4782159,0.166666666666667,"LAB.COAL.GRN","LAB.COAL.GRN"
"550",0,0.5,1,7231391,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"551",0,0.833333333333333,1,8001280,0.833333333333333,"LAB.COAL.GRN","LAB.COAL.GRN"
"552",0,1,0.285714285714286,8815491,0.285714285714286,"COAL.LAB.GRN","COAL.LAB.GRN"
"553",1,0,0.6,9110954,0.6,"GRN.LAB.COAL","GRN.LAB.COAL"
"554",0,1,0.769230769230769,9422029,0.769230769230769,"COAL.LAB.GRN","COAL.LAB.GRN"
"555",0.5,0,1,9659862,0.5,"LAB.GRN.COAL","LAB.GRN.COAL"
"556",0.333333333333333,0,1,1612491,0.333333333333333,"LAB.GRN.COAL","LAB.GRN.COAL"
"557",0,0.714285714285714,1,2687532,0.714285714285714,"LAB.COAL.GRN","LAB.COAL.GRN"
"558",0.857142857142857,1,0,2695701,0.857142857142857,"COAL.GRN.LAB","COAL.GRN.LAB"
"559",1,0,0.333333333333333,2698744,0.333333333333333,"GRN.LAB.COAL","GRN.LAB.COAL"
"560",0.428571428571429,0,1,2851970,0.428571428571429,"LAB.GRN.COAL","LAB.GRN.COAL"
"561",0,1,0.285714285714286,2909133,0.285714285714286,"COAL.LAB.GRN","COAL.LAB.GRN"
"562",0,1,0.363636363636364,2909222,0.363636363636364,"COAL.LAB.GRN","COAL.LAB.GRN"
"563",0,1,0.4,3654682,0.4,"COAL.LAB.GRN","COAL.LAB.GRN"
"564",0,1,0.285714285714286,3973917,0.285714285714286,"COAL.LAB.GRN","COAL.LAB.GRN"
"565",0,0.5,1,4322218,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"566",0,0.5,1,5014058,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"567",0,1,0.285714285714286,5031903,0.285714285714286,"COAL.LAB.GRN","COAL.LAB.GRN"
"568",0.142857142857143,0,1,5690184,0.142857142857143,"LAB.GRN.COAL","LAB.GRN.COAL"
"569",1,0,0.875,1744777,0.875,"GRN.LAB.COAL","GRN.LAB.COAL"
"570",1,0,0.733333333333333,1756530,0.733333333333333,"GRN.LAB.COAL","GRN.LAB.COAL"
"571",1,0,0.846153846153846,1869936,0.846153846153846,"GRN.LAB.COAL","GRN.LAB.COAL"
"572",0,1,0.666666666666667,1909395,0.666666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"573",1,0,0.285714285714286,2961263,0.285714285714286,"GRN.LAB.COAL","GRN.LAB.COAL"
"574",0.777777777777778,0,1,2983436,0.777777777777778,"LAB.GRN.COAL","LAB.GRN.COAL"
"575",0.105263157894737,1,0,3032747,0.105263157894737,"COAL.GRN.LAB","COAL.GRN.LAB"
"576",0.714285714285714,0,1,3037029,0.714285714285714,"LAB.GRN.COAL","LAB.GRN.COAL"
"577",0.875,0,1,3103260,0.875,"LAB.GRN.COAL","LAB.GRN.COAL"
"578",0,1,0.142857142857143,3104072,0.142857142857143,"COAL.LAB.GRN","COAL.LAB.GRN"
"579",0,1,0.266666666666667,3434000,0.266666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"580",0.454545454545455,0,1,4596173,0.454545454545455,"LAB.GRN.COAL","LAB.GRN.COAL"
"581",0.8,1,0,4826219,0.8,"COAL.GRN.LAB","COAL.GRN.LAB"
"582",0,1,0.4,5734627,0.4,"COAL.LAB.GRN","COAL.LAB.GRN"
"583",0.2,1,0,6802613,0.2,"COAL.GRN.LAB","COAL.GRN.LAB"
"584",0.777777777777778,0,1,7272177,0.777777777777778,"LAB.GRN.COAL","LAB.GRN.COAL"
"585",0,1,0.25,7450199,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"586",0,1,0.769230769230769,8652086,0.769230769230769,"COAL.LAB.GRN","COAL.LAB.GRN"
"587",0.444444444444444,0,1,8761128,0.444444444444444,"LAB.GRN.COAL","LAB.GRN.COAL"
"588",0.363636363636364,1,0,8849749,0.363636363636364,"COAL.GRN.LAB","COAL.GRN.LAB"
"589",0,0.5,1,1269013,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"590",0.454545454545455,0,1,1373604,0.454545454545455,"LAB.GRN.COAL","LAB.GRN.COAL"
"591",0,1,0.5,1416774,0.5,"COAL.LAB.GRN","COAL.LAB.GRN"
"592",0.857142857142857,0,1,1510902,0.857142857142857,"LAB.GRN.COAL","LAB.GRN.COAL"
"593",0.5,1,0,1569010,0.5,"COAL.GRN.LAB","COAL.GRN.LAB"
"594",0.846153846153846,0,1,1572943,0.846153846153846,"LAB.GRN.COAL","LAB.GRN.COAL"
"595",0,0.5,1,1582175,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"596",1,0,0.666666666666667,1618832,0.666666666666667,"GRN.LAB.COAL","GRN.LAB.COAL"
"597",0,1,0.222222222222222,1619270,0.222222222222222,"COAL.LAB.GRN","COAL.LAB.GRN"
"598",0.111111111111111,1,0,1682076,0.111111111111111,"COAL.GRN.LAB","COAL.GRN.LAB"
"599",0,1,0.222222222222222,1766217,0.222222222222222,"COAL.LAB.GRN","COAL.LAB.GRN"
"600",0,1,0.4,1774002,0.4,"COAL.LAB.GRN","COAL.LAB.GRN"
"601",0,1,0.714285714285714,2242861,0.714285714285714,"COAL.LAB.GRN","COAL.LAB.GRN"
"602",0,1,0.142857142857143,4486390,0.142857142857143,"COAL.LAB.GRN","COAL.LAB.GRN"
"603",1,0.5,0,4694520,0.5,"GRN.COAL.LAB","GRN.COAL.LAB"
"604",0,1,0.375,5126179,0.375,"COAL.LAB.GRN","COAL.LAB.GRN"
"605",0.764705882352941,0,1,6639854,0.764705882352941,"LAB.GRN.COAL","LAB.GRN.COAL"
"606",0.6,0,1,7182791,0.6,"LAB.GRN.COAL","LAB.GRN.COAL"
"607",0.222222222222222,1,0,7594230,0.222222222222222,"COAL.GRN.LAB","COAL.GRN.LAB"
"608",0.6,0,1,8297210,0.6,"LAB.GRN.COAL","LAB.GRN.COAL"
"609",0.666666666666667,0,1,9546547,0.666666666666667,"LAB.GRN.COAL","LAB.GRN.COAL"
"610",0.75,0,1,1938041,0.75,"LAB.GRN.COAL","LAB.GRN.COAL"
"611",1,0,0.5,1939889,0.5,"GRN.LAB.COAL","GRN.LAB.COAL"
"612",0.5,0,1,2010790,0.5,"LAB.GRN.COAL","LAB.GRN.COAL"
"613",1,0,0.777777777777778,2021378,0.777777777777778,"GRN.LAB.COAL","GRN.LAB.COAL"
"614",0.833333333333333,0,1,2072367,0.833333333333333,"LAB.GRN.COAL","LAB.GRN.COAL"
"615",0.5,0,1,2160486,0.5,"LAB.GRN.COAL","LAB.GRN.COAL"
"616",0,0.125,1,2255696,0.125,"LAB.COAL.GRN","LAB.COAL.GRN"
"617",0,1,0.166666666666667,2285716,0.166666666666667,"COAL.LAB.GRN","COAL.LAB.GRN"
"618",0.555555555555556,0,1,2352091,0.555555555555556,"LAB.GRN.COAL","LAB.GRN.COAL"
"619",0,0.9,1,2435378,0.9,"LAB.COAL.GRN","LAB.COAL.GRN"
"620",1,0.5,0,2458325,0.5,"GRN.COAL.LAB","GRN.COAL.LAB"
"621",0.352941176470588,1,0,2467253,0.352941176470588,"COAL.GRN.LAB","COAL.GRN.LAB"
"622",0.866666666666667,0,1,2476145,0.866666666666667,"LAB.GRN.COAL","LAB.GRN.COAL"
"623",0.333333333333333,0,1,2523380,0.333333333333333,"LAB.GRN.COAL","LAB.GRN.COAL"
"624",0,1,0.25,3868283,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"625",0.538461538461538,0,1,3945681,0.538461538461538,"LAB.GRN.COAL","LAB.GRN.COAL"
"626",0.0909090909090909,0,1,4178213,0.0909090909090909,"LAB.GRN.COAL","LAB.GRN.COAL"
"627",0.333333333333333,0,1,5130048,0.333333333333333,"LAB.GRN.COAL","LAB.GRN.COAL"
"628",0,1,0.8,7816134,0.8,"COAL.LAB.GRN","COAL.LAB.GRN"
"629",0.875,0,1,2593660,0.875,"LAB.GRN.COAL","LAB.GRN.COAL"
"630",0,0.625,1,2738087,0.625,"LAB.COAL.GRN","LAB.COAL.GRN"
"631",1,0,0.75,2822440,0.75,"GRN.LAB.COAL","GRN.LAB.COAL"
"632",1,0,0.285714285714286,2854842,0.285714285714286,"GRN.LAB.COAL","GRN.LAB.COAL"
"633",0.857142857142857,0,1,2858688,0.857142857142857,"LAB.GRN.COAL","LAB.GRN.COAL"
"634",0.571428571428571,1,0,2902014,0.571428571428571,"COAL.GRN.LAB","COAL.GRN.LAB"
"635",0.4,1,0,2909785,0.4,"COAL.GRN.LAB","COAL.GRN.LAB"
"636",1,0,0.857142857142857,2988903,0.857142857142857,"GRN.LAB.COAL","GRN.LAB.COAL"
"637",1,0.916666666666667,0,3193163,0.916666666666667,"GRN.COAL.LAB","GRN.COAL.LAB"
"638",0,0.916666666666667,1,3981141,0.916666666666667,"LAB.COAL.GRN","LAB.COAL.GRN"
"639",0,0.375,1,4168019,0.375,"LAB.COAL.GRN","LAB.COAL.GRN"
"640",0,0.5,1,7800454,0.5,"LAB.COAL.GRN","LAB.COAL.GRN"
"641",0,1,0.25,7822831,0.25,"COAL.LAB.GRN","COAL.LAB.GRN"
"642",0,1,0.5,8056514,0.5,"COAL.LAB.GRN","COAL.LAB.GRN"
"643",0.818181818181818,0,1,3038901,0.818181818181818,"LAB.GRN.COAL","LAB.GRN.COAL"
"644",0,0.428571428571429,1,3051128,0.428571428571429,"LAB.COAL.GRN","LAB.COAL.GRN"
"645",0,0.285714285714286,1,3086369,0.285714285714286,"LAB.COAL.GRN","LAB.COAL.GRN"
