"","grn","coal","alp"
"101",1.75082769943401,6.31810476467945,3.04588266531937
"102",4.69986418355256,3.88902501994744,3.69024096266367
"103",9.68966810591519,0.707319308305159,7.09005390736274
"104",7.28430503350683,1.62209155643359,5.76855481299572
"105",7.20556199923158,5.7836871673353,6.18309244746342
"106",9.13134020753205,1.72175007080659,7.4214997026138
"107",1e-05,7.47592975920998,1e-05
"108",7.00368590303697,3.4590183715336,7.71508500422351
"109",4.9578658551909,4.63460255414248,4.53819690737873
"110",1e-05,1.18792752525769,8.6026396129746
"111",0.206831223098561,10.0452702089678,2.00345044210553
"112",5.01487191580236,7.62281059497036,1e-05
"113",4.95906203589402,3.00999834435061,7.09446097607724
"114",5.01985733723268,6.83475743490271,6.44082630053163
"115",0.425276276888326,9.90740636666305,2.5905354837887
"116",1e-05,1.91964645404369,7.08413814590313
"117",10.3951680699829,2.77220448851585,10.1865688578691
"118",4.80110622243956,3.68059981008992,5.28059621574357
"119",9.7097605180461,8.21495628869161,6.10038960445672
"120",1e-05,4.72976932115853,0.132982294773683
"121",0.268536443123594,2.63537691789679,10.346407756675
"122",0.0278745784889907,9.77048596320674,2.20156216691248
"123",4.98392835468985,4.61731656850316,7.23064456437714
"124",1.11387359164655,6.16850976506248,2.60883915284649
"126",0.0570708473678678,1e-05,0.04972510994412
"127",2.33834465849213,5.76274694222957,7.80374250211753
"128",5.15754453907721,5.49693796271458,7.89059558045119
"129",1e-05,5.9022969675716,9.27372153010219
"130",0.833305418491364,8.10968210874125,5.58876326936297
"131",4.50132448878139,4.88488343986683,5.07943945890293
"132",5.28968418971635,4.55858319113031,4.82349026761949
"133",0.925623376388103,6.87706318544224,4.65949544962496
"134",0.21746202534996,4.78450931282714,4.9880183422938
"135",3.97076464281417,6.08813359565102,2.39417067286558
"136",1e-05,8.36981194163673,1.36626172414981
"137",4.67559559317306,5.90599584602751,4.27431518188678
"138",3.13407958112657,2.62682547676377,3.11713985679671
"139",8.94114074134268,4.37797763198614,9.5448758569546
"140",1.28526090993546,7.6977344781626,3.27884740452282
"141",0.646273987367749,6.75315800425597,2.64832181693055
"142",7.4459009997081,3.34778486914001,8.00557521358132
"143",0.275673030642793,10.4555121220183,1e-05
"144",0.337691184831783,5.85776870348491,1.96081097028218
"145",5.1944655389525,2.25058577931486,1e-05
"146",2.01070200256072,6.28146209358238,5.15822803718038
"147",4.91708287596703,4.55769654223695,4.5202280881349
"148",2.83514517452568,6.27081531984732,3.78067889530212
"149",1.15788153209724,5.82669605873525,1.44866960146464
"150",2.52529268804938,3.51436296617612,5.48572573391721
"151",7.87828170508146,7.42377573670819,6.04431491880678
"152",1e-05,8.18865352706052,1e-05
"153",3.55045523657463,8.10942709865049,3.92247098498046
"154",2.28937126160599,0.51988895656541,5.76306594209746
"155",3.24396059219725,4.58706246712245,5.4520571208559
"156",3.19716844847426,6.44481270876713,5.20579384383745
"157",4.91459310706705,0.388249863404781,4.26047477405518
"158",6.31161913322285,7.54568982333876,1e-05
"159",8.4847189693246,1e-05,5.99924371833913
"160",1e-05,8.36237242352217,0.805628031026572
"161",5.39386632456444,2.02681002533063,7.44303525518626
"162",1.00374572188593,7.57172967214137,3.2788609303534
"163",0.0869588644709438,4.87738501559943,9.27318723872304
"164",0.133431676076725,7.763940368779,0.175570933613926
"165",1.44239044631831,4.89429663610645,6.04334170254879
"166",0.217796158744022,9.58692665002309,3.2692066822201
"167",0.736583520425484,7.78581288550049,0.735554587794468
"168",2.68822999903932,3.92028652597219,2.66147412080318
"169",4.16471740067936,6.38702880125493,2.8399892298039
"171",0.119737591827288,6.59817336290143,0.318833760684356
"172",5.22015968570486,6.7320581250824,6.19641309580766
"173",1.16206920892,6.80532906157896,4.31999138649553
"174",7.66847110376693,1.84335387824103,5.70041463710368
"175",4.86789569677785,5.48759959079325,2.36178719601594
"176",0.896806249860674,8.13935226178728,0.601819602539763
"177",0.440089497016743,5.37471418594941,3.65707138343714
"178",0.446393716381863,9.58161165239289,0.0894076472613961
"179",5.41902141668834,0.447555422317237,6.76285356748849
"180",0.309157805284485,9.89418014348485,0.150093335425481
"181",1e-05,9.94275548378937,2.65863589197397
"183",0.0894557842984796,9.74904056731611,1e-05
"184",4.64004984730855,8.09827983472496,1e-05
"185",1e-05,10.482773832744,0.126500458456576
"186",1.67942405212671,5.40235005365685,5.74272525426932
"187",7.49365277937613,7.34461311600171,2.64364578155801
"188",5.08934914320707,2.34989137528464,6.96234279382043
"189",1e-05,9.2694747322239,1e-05
"190",0.476481449790299,9.56453054537997,0.227453563129529
"191",4.78275829833001,5.46064961142838,5.40973041485995
"192",4.00376266334206,4.96728906361386,2.72469423734583
"193",3.21828063693829,5.55251027573831,6.07650882028975
"194",1.34771832171828,0.8912228574045,5.06495111784898
"195",0.178293926408514,9.16665722755715,4.6387943958398
"196",4.50131215434521,7.13873354671523,0.0879449376370758
"197",4.86727971537039,5.26379429851659,4.66413503978401
"198",8.16364378365688,5.34297862672247,7.12064980319701
"199",5.2698635077104,2.0913737884257,5.39508569217287
"200",2.05100623751059,1.46048263204284,8.77892090776004
"201",0.419119945261627,9.70823237812147,0.256515276618302
"203",0.417961389059201,6.87458340520971,1.01705209095962
"204",0.0711479783058167,1e-05,0.26408665231429
"206",0.361363656353205,4.31953042000532,3.2120878554415
"207",7.1170847483445,1e-05,9.54066935135052
"208",0.347405678592622,4.00827895710245,6.07023018598557
"209",8.34651355142705,1.51730215619318,8.10228941426612
"210",5.19800352863967,4.79395443829708,4.80243705445901
"211",1.01466219732538,7.18051225296222,5.2772180789616
"213",5.12121864571236,1.32481364347041,7.40141158900224
"214",4.55604889849201,9.09848261997104,5.30450106970966
"215",4.55645176488906,2.03557879244909,9.01469122408889
"216",1e-05,10.3450338258408,0.167464002268389
"217",4.7061828400474,1e-05,8.48461952642538
"218",4.55622519552708,5.57211639080197,5.68260835739784
"219",1e-05,5.16405617515557,5.10020500142127
"220",5.32423238782212,4.67431474034674,5.09770378586836
"221",5.17144614947028,5.18698490341194,10.4365436211228
"222",1e-05,6.9601039821282,6.75299546052702
"223",6.44329304993153,1e-05,9.05455297697335
"224",1e-05,4.93767483555712,0.00508644990622997
"225",5.1321443982888,4.98282302939333,5.10634434036911
"228",5.84235860593617,1e-05,7.28379740496166
"229",2.15017181634903,1e-05,8.00349636864848
"230",5.07248739269562,5.16206476604566,8.15656999289058
"231",5.39102227962576,6.77086262218654,3.73600230389275
"232",1.11535611352883,6.92075261147693,3.08165351254866
"233",5.20544689707458,3.87752441782504,9.92350935586728
"234",1.55654416722246,5.48186829662882,6.77609933982603
"235",5.09869048534892,4.5536798897665,7.18079214543104
"236",5.57890722341835,4.55099182366394,7.63128325901926
"237",5.35968201048672,6.63882212806493,3.92537294165231
"238",5.53840032685548,4.91771280486137,9.97256821976043
"239",1e-05,5.72093517472968,1.66155213839374
"240",1e-05,6.97784283198416,4.07716419617645
"242",1e-05,1e-05,0.492152329999954
"243",1e-05,5.51817189040594,1.97162365005352
"244",7.92337272083387,3.33353835577145,6.5536804725416
"246",1.41422911453992,4.13438602909446,5.54828565544449
"247",6.49191436241381,5.13746394217014,3.54371796012856
"248",2.88432978931814,3.86671031662263,3.24113896349445
"249",2.34278015303425,8.18011047062464,6.15813277079724
"250",3.68476722226478,1e-05,4.97797355707735
"251",1e-05,6.71818331605755,3.51304888143204
"252",3.30667935637757,6.13424248271622,0.840931191807613
"253",5.10047517437488,5.59025073144585,4.37028673291206
"254",4.85395616409369,4.92098958324641,5.27362834918313
"255",1e-05,6.28152247704566,2.30224484554492
"256",3.95652386173606,1.31661150930449,9.85804131347686
"257",1e-05,8.38325501838699,0.230585346696898
"258",7.93285484262742,6.2221800617408,7.4111400519032
"259",3.47465178882703,8.86402420513332,4.29947955859825
"260",7.9873103974387,1e-05,7.35266489186324
"261",7.6484635474626,4.08271178603172,7.0877425330691
"262",5.2902109103743,7.52239453047514,1.56201216531917
"263",2.14698061277159,5.41052476875484,5.39112434745766
"264",0.824670944362879,9.41814993042499,2.38622518023476
"265",7.0767462097574,1e-05,7.54197275452316
"266",1e-05,9.92483425093815,0.634612304857001
"267",8.63345676218159,1.99779024254531,9.37392358202487
"268",9.93922063265927,0.737969654146582,7.44722988526337
"269",4.8549730614759,3.60442031524144,6.62920163967647
"270",6.57456152443774,1e-05,9.81474098702893
"271",4.68268901179545,1.96264775167219,8.48199259140529
"272",2.58695671800524,3.80976739292964,7.69556272681803
"273",1e-05,4.80382701056078,5.37034200388007
"275",3.82738436758518,4.13970689219423,5.64925644989125
"277",1e-05,10.3730703021865,0.0804440884385258
"278",0.49757026322186,5.57274229638278,1.2269781799987
"280",10.2233868499752,0.243686760077253,4.01509181014262
"282",9.53041698969901,1e-05,8.5404340182431
"284",7.00459887948819,0.214694977505133,8.21918661915697
"285",9.89768048468977,1e-05,5.48635928542353
"286",0.158440083963796,5.12826083297841,5.22005962999538
"287",0.176451018545777,0.226387697039172,0.143411418655887
"288",0.413019962841645,9.94492493616417,2.45251901028678
"289",10.0497211937327,0.769606798654422,4.72405150928535
"290",0.768473057076335,4.85377300879918,8.05928073101677
"291",3.5491004367359,6.39672723505646,5.87250786484219
"292",0.812295659678057,8.40492506721057,0.701492109103128
"293",1e-05,5.45426751743071,1.7481145421043
"294",4.61025447049178,6.87625895510428,5.77427637926303
"295",7.97085203230381,5.95902250264771,4.93996350932866
"297",4.24483277695253,4.46997075318359,3.6693050544709
"298",7.30833087628707,1.35650255065411,10.3794511232991
"299",5.2054082066752,5.88419354311191,6.19474182557315
"300",6.55167644307949,1.41560391685925,7.45691691315733
"301",0.172860980732366,4.13551339157857,8.3556593155954
"302",5.36288992292248,4.54728005337529,8.48979355464689
"303",6.16093982802704,3.34282979322597,2.30891595361754
"304",4.73407831019722,6.21295718802139,8.32731183152646
"305",8.25228829449043,1e-05,9.69792717904784
"306",0.251780587481335,4.68517084605992,4.42479413188994
"307",0.24177587707527,6.37868699920364,5.87827297672629
"308",10.438814406516,1e-05,7.00798615813255
"310",9.99702524440363,0.103003272088245,7.48572010919452
"311",6.70046448288485,5.23914459836669,7.90970257180743
"312",0.310643466655165,6.59205130743794,5.43821897474118
"313",0.193989175371826,1.74932171171531,2.97696044668555
"314",3.22258095745929,7.66175341466442,5.29602046497166
"315",4.85625433246605,6.39050375227816,3.17604282824323
"317",4.6514241786208,0.448398497654125,3.62038098275661
"318",1e-05,5.09545349562541,3.07667606673203
"320",4.95404532225803,6.78770820307545,1.83159756101668
"321",9.60417999816127,9.96886182879098,10.2094540260732
"322",4.86574570578523,7.09382492187433,3.0902565321885
"323",1e-05,9.13441559066996,0.194895502412692
"324",3.28939114627428,3.8386914585717,4.77042894135229
"325",1e-05,0.153442878043279,10.2437514038756
"327",9.02452567312866,1.06692189094611,6.97459234413691
"328",7.00392563361675,3.78342954232357,7.70074439095333
"330",7.53023254405707,1.340725322254,5.34290926367976
"331",6.76851941621862,4.70862140739337,4.39746031700633
"332",2.33686360693537,2.15578091610223,4.0189252756536
"333",1.81012433837168,5.74057310726494,6.70870523853227
"334",2.675055739237,3.60080673033372,6.60784342302941
"335",6.23731204424985,6.22893493133597,2.14866043860093
"336",5.33187691215426,4.47285205079243,9.71742701926269
"337",5.07865955634043,1.85005398280919,4.21932875923812
"338",6.76421352103353,7.65196701395325,1.96847857674584
"339",5.26133793126792,8.13769838400185,1.70194839662872
"340",2.00795674719848,10.3248178064823,1.80580439837649
"341",3.42383904545568,3.82063612691127,4.78052425896749
"342",3.92679930012673,5.30090089887381,3.94535560393706
"343",4.71792500559241,4.54228292778134,5.17270213342272
"344",1e-05,7.64256987371482,2.74113897397183
"345",5.81422271509655,3.71207376522943,6.5032044115942
"346",8.96511297579855,1e-05,8.28692663693801
"347",0.00376341142691672,4.93819916574284,5.36561850318685
"348",0.397846102016047,6.76972608244978,4.60641911672428
"349",3.45415933383629,5.18234198004939,4.72527177911252
"351",8.9388179637026,1e-05,8.60030594072305
"352",6.25455404398963,3.12313199811615,5.2854055610951
"353",1e-05,2.35719101922587,3.37120596971363
"354",5.61675249831751,4.29465489508584,4.98987009935081
"355",9.42360650654882,2.2718017778825,8.57693285588175
"356",4.8801065904554,7.82736124866642,0.286648909095675
"357",4.96920145815238,5.66255545034073,4.59242528653704
"358",1e-05,7.03756220475771,3.46475727600046
"359",0.271694607101381,1e-05,0.311939770821482
"360",4.01142301154323,8.54145470657386,0.249507170869038
"361",1e-05,2.13942780019715,10.2030960093252
"362",8.00793827837333,0.65448709926568,8.75180037575774
"363",3.07987186661921,3.83017393364571,4.49601073889062
"364",0.258899754611775,4.97185207111761,7.67167530232109
"365",1e-05,1e-05,9.56704224995337
"366",1e-05,5.34509851853363,9.94616873259656
"367",5.99683076096699,1.74934505228885,7.1500000290107
"368",2.71648986916989,4.52520411158912,9.74805705854669
"369",8.20222202432342,0.965627828380093,8.0256740860641
"371",2.32514934591018,7.94591153622605,2.05324552161619
"372",5.83909312146716,3.25236852187663,6.40623113419861
"373",0.263585369335487,6.32614015368745,5.037076942157
"374",4.72997602424584,8.04848030395806,5.36834261449985
"375",0.12439152575098,6.77708320412785,0.844183976761997
"376",1e-05,7.40680062863976,0.0975745541509241
"377",10.2827364671975,1.48957791854627,5.94551136065274
"378",7.90321527700871,2.52175444364548,5.34038414945826
"379",1e-05,7.85073271207511,1e-05
"380",3.44664450292476,9.08016495942138,5.23977090790868
"381",1e-05,0.373785241739824,1e-05
"383",2.2318985434249,7.98030783515424,4.05439726542681
"384",0.419421413680539,4.92282149149105,5.4819832642097
"385",4.89344194740988,2.8150532359723,9.77283719670959
"386",4.25110717420466,8.98774669412524,2.48453387105837
"387",0.106757745845243,0.119653197703883,0.181553399423137
"388",2.83724004053511,7.96957781002857,6.30483557260595
"390",2.74638926004991,2.34728058287874,6.59887068695389
"391",2.35420328029431,6.19090523873456,4.66137044131756
"392",5.14002922805957,2.33708718465641,4.88219473138452
"393",1e-05,8.656617191853,1.47199684847146
"394",5.54182500881143,3.86280402564444,5.66602588747628
"395",8.4911878388375,0.103077315492555,10.4196080437396
"396",1.84463674458675,7.67675190418959,1.72061473550275
"397",2.27743564732373,1.23041975381784,10.2474480306264
"398",3.16239605681039,5.12594005628489,1.61061749816872
"399",5.38879026961513,2.79648248292506,10.4444425152615
"400",1e-05,7.51345938351005,0.0441578701138496
"401",5.36863444186747,5.47805319889449,6.36902992520481
"402",1e-05,10.2368638773914,0.115531091112643
"403",1.7265283735469,6.79339571273886,2.20746085583232
"404",6.90076969587244,3.49723935499787,6.58209839882329
"405",7.6306419193279,4.81029940606095,6.40028788498603
"406",7.14583838311955,2.25088852318004,7.89961597323418
"407",3.54495476512238,2.3455576968845,1.34725780878216
"408",1e-05,2.62690650648437,10.4047528018709
"409",0.028036265168339,5.21964511089027,0.408251377986744
"410",8.22408381965943,7.82122730300762,8.05645832139999
"411",4.99549596547149,4.85576602444053,4.7182557627093
"412",4.60603529401124,5.55959552782588,6.58535035396926
"413",3.24826743593439,3.57199159776792,4.59504546690732
"414",1e-05,1e-05,10.1356755602174
"415",0.495472877984866,0.494280074490234,0.292360780993477
"416",4.79529003682546,0.851534932851791,10.3449404735584
"418",0.0804706446360797,8.29743565362878,0.678949913475662
"419",0.996941514313221,0.15447311126627,7.66962104802951
"420",5.23958493210375,4.57242595567368,5.26477198442444
"421",3.1807048895862,5.73188299662434,4.29438406392001
"422",0.125441119773313,10.0300851298962,4.97072681644931
"423",5.30643229093403,0.793356207665056,8.26835356396623
"424",0.3822342234198,9.21285192272626,1e-05
"425",2.16350887762383,1e-05,9.54840977303684
"426",8.34717967687175,2.88509746058844,5.36948587978259
"427",0.0146550643257797,8.69843420223333,1.18104116199538
"428",1e-05,6.54966034833342,1e-05
"429",1e-05,7.29928463324904,2.39751986414194
"431",1.14489506091923,6.74719098862261,3.17100479756482
"432",0.579424808034673,7.76382539304905,1.66139836376533
"433",2.81555424071848,3.04972721310332,8.74421217548661
"434",9.12351798801683,2.12093302700669,3.67046181042679
"435",1e-05,5.32494524912909,0.0239968325477093
"436",5.24724810500629,3.77904812153429,9.66998576442711
"437",6.49409215897322,2.84680185094476,1e-05
"438",5.66025008331053,4.85938556538895,7.83792072813958
"439",5.36387051199563,6.93072848394513,1.05468794680201
"440",1e-05,4.55602595745586,7.31988603598438
"441",4.91565129254013,6.91652039112523,0.42788455914706
"442",3.07711012288928,3.80060391244479,7.6270470097661
"443",5.46517228265293,2.82326630549505,10.0133208539337
"444",1e-05,9.22962026763707,2.00577387819067
"445",1e-05,1.24799389648251,9.31223348923959
"446",9.54066832503304,2.52227693842724,10.1288691721857
"447",2.81943173310719,7.0872527230531,3.09089038288221
"448",4.73807418742217,4.41896955692209,3.75241207098588
"449",1.95918834768236,6.37173014250584,2.66236036270857
"450",4.85440459428355,6.35051437211223,7.37916629971005
"451",5.37994771660306,0.669943894259632,5.49515692726709
"452",8.46244828100316,2.15530180861242,9.70183233683929
"453",8.38704107003286,3.70415422087535,8.74098433111794
"455",3.57640797877684,6.80445912899449,2.11769292620011
"456",1e-05,2.77207833481953,0.418193944497034
"457",2.53623262839392,0.369644562248141,3.91079227696173
"458",8.16285975812934,1.98860682849772,10.298468244262
"459",0.185517620993778,4.28521853359416,6.58802779298276
"460",4.9283479466103,4.55223639286123,5.25824952311814
"461",4.81978419935331,0.643933880608529,10.4227335965261
"462",4.3518202828709,5.74698049761355,5.18039608863182
"463",1.92019573040307,0.726585375610739,8.22998584946617
"464",2.28316712100059,2.037715326529,7.84551279293373
"465",5.52267888886854,2.99949899525382,5.94152603438124
"466",7.36651920666918,3.09721452649683,6.06232203426771
"467",9.48908001277596,0.870342792710289,8.5539122489281
"468",6.97703565657139,0.0225469791330397,9.91440151957795
"469",9.69060091371648,0.996089979540557,7.17227798537351
"470",7.03770581097342,1e-05,3.44259709725156
"471",5.02162489900365,4.96634678472765,8.46724819485098
"472",1e-05,3.58887541294098,3.0950534993317
"473",4.79910632572137,5.05975095857866,4.87498514633626
"474",7.14581353939138,3.64456924516708,8.4219628397841
"475",4.97542934003286,7.72627090965398,1.33963480871171
"476",4.52564174216241,5.08414161694236,3.3530028401874
"477",7.7227329693269,1e-05,4.71679771342315
"478",10.2106019249186,2.10019963537343,9.19385635014623
"479",8.11231820122339,1.55385099165142,5.73128551314585
"480",5.35057566384785,4.95129136391915,4.64513740176335
"481",8.02719212439843,1e-05,6.39979823958129
"482",6.34517161152326,1.29495811089873,8.99941563233733
"483",0.274917672621086,4.54338122764602,1e-05
"484",4.77421510010026,1e-05,9.51792308152653
"485",0.0352433570660651,1.90845400514081,1e-05
"486",1e-05,10.4794231401756,0.277868716279045
"487",4.63718476472422,2.90631222212687,10.1462884903885
"488",4.67104212753475,6.73650218872353,6.357993041398
"489",5.41871516872197,5.41164421453141,4.81297343387268
"490",0.582903197733685,4.94798198994249,6.03367895912379
"491",2.00724723213352,1.02509959181771,3.84431890281849
"492",0.857068507699296,5.60472215618938,3.19799489690922
"493",0.289594311034307,2.31504041352309,4.30735119362362
"494",10.0243587470613,5.56801755959168,9.54857256589457
"495",4.67689527338371,7.67915312387049,1e-05
"496",2.23575012735091,1.8284127751831,10.4113052585162
"497",4.53509492380545,6.18553633056581,2.97230767412111
"498",1.14917236636393,3.03311131568626,2.75929974135943
"499",5.02869765553623,4.99403563933447,4.58435079082847
"500",0.53480471810326,4.28986606001854,6.46117856935598
"501",1e-05,9.54110031411983,3.78634660085663
"502",5.56200055684894,3.40094997896813,8.35086247394793
"503",0.315851954743266,9.30729516362771,0.0467047574929893
"504",0.156993113923818,7.83130241790786,0.302067778306082
"505",0.390306056942791,5.25932920677587,4.875440166099
"507",5.32104208040982,5.57584269181825,5.28458906919695
"508",4.9069852672983,4.74922254378907,5.29491485049948
"509",4.62505319551565,9.34537606639788,5.44357785372995
"510",0.134452676400542,1e-05,5.18198923021555
"511",1e-05,6.37549431622028,0.211501370882615
"512",1.69452047720551,7.25068256724626,3.50020332145505
"513",1e-05,8.00571212358773,0.695497917244211
"514",5.19437655084766,2.08283608104102,4.58363091270439
"515",5.92532539414242,3.02380895544775,6.95565624907613
"516",2.74480288871564,6.81575332744978,2.04856607620604
"517",6.79822580306791,5.22978029958904,5.17662380542606
"518",0.369774425169453,3.95510874455795,4.99097516969778
"519",3.2641432217788,5.16784046241082,5.92163079231977
"520",4.69623478245921,4.55447231442668,4.7355700051412
"521",2.17050377535634,1.87009073281661,1.94548243191093
"522",6.4258279602509,9.48763536126353,9.48886819160543
"523",5.34686449822038,5.38322663097642,5.21111723175272
"524",0.924940036144108,5.66890799789689,2.6265078780707
"525",0.254501228453591,7.31876876368187,1.55984433437698
"526",4.11883178190328,2.86583240283653,7.97789928433485
"527",4.60555614694022,5.67426175088622,7.65923895919695
"528",7.83824742119759,1e-05,7.64261906337924
"529",1e-05,4.37612372613512,4.58582170610316
"530",1.21909627714194,6.13291955506429,4.23700421745889
"531",6.28000443289056,1.21572959027253,7.20582064520568
"532",1.9327934468165,4.86675614234991,1.65441053872928
"533",3.58769679255784,0.424073174595833,8.58057756349444
"534",5.24416149035096,4.65225905366242,10.4642712906934
"535",7.71432152925991,2.41807209444232,3.95052164024673
"536",5.10420743492432,3.08178714732639,5.83803945640102
"538",4.99410997959785,5.03176058037207,4.97680692654103
"539",1e-05,9.88870641891845,1e-05
"540",0.354543756693602,4.98012843867764,1e-05
"541",2.29376032273285,0.992159906076267,10.1798208109103
"542",1e-05,7.53167875064537,0.810344367288053
"543",1e-05,8.40944940969348,0.0734443275723606
"544",0.548949462361634,7.17411829181947,1.53211481287144
"545",2.86490150168538,1.92399520357139,7.5316524009686
"546",1e-05,9.78131780470721,0.307015899335966
"547",0.272789240814745,9.7082917583175,0.22804864263162
"548",8.40706953522749,1e-05,8.85117680742405
"549",8.10564426565543,7.76739822211675,3.98536902456544
"550",1e-05,5.80882030096836,10.086069204146
"551",1e-05,9.18829821026884,1e-05
"552",3.82933172793128,7.51370673184283,2.56460031447932
"553",1e-05,1e-05,9.83306000730954
"554",0.694729237118736,7.90792389842682,1.56666490086354
"555",9.93922698311508,7.36503181257285,9.82507563824765
"556",4.98667729506269,5.66809719917364,5.85425713099539
"557",1e-05,9.54787426721305,1.03086547390558
"558",0.0766641567461193,10.1690331981517,1e-05
"559",5.17520281043835,6.52442749054171,8.00431061466224
"560",1e-05,9.9199315814767,1e-05
"561",1.03880120627582,6.74451168091036,7.29915082221851
"562",1e-05,9.73093804321252,1e-05
"564",1.99480209453031,5.4002831322141,3.03250959026627
"565",4.16984819504432,5.24139523482881,4.56093806424178
"566",1e-05,8.24802277982235,1.20021512778476
"567",0.457073722500354,7.01098733465187,0.712847146205604
"568",0.249521877849475,6.09174607601017,4.74195942096412
"570",4.77805486740544,7.23626589542255,5.70935875875875
"571",0.628394494066015,7.85144766885787,3.48507661721669
"572",6.11171352583915,6.54597361828201,4.10420428635553
"573",0.278326387284324,5.29269606806338,4.68382226210088
"574",1e-05,6.33647074270993,1.67624183208682
"575",5.37217909120955,4.98658878426068,4.5750881601125
